,song_id,song_name,artist_1,artist_2,artist_3,release_date,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,key,valence,tempo,time_signature,mode
6246,2SFXfg1afDZtMaGpKiRlEY,Capítulo 23.5 & Capítulo 24.1 - el Que Susurraba en la Oscuridad,H.P. Lovecraft,,,1930-01-01,0,129957,0,0.74,0.417,-16.82,0.958,0.853,0.0,0.256,11,0.782,83.238,1,1
6249,2TUhVomiMjXJvCwvydFeLe,Eimai Erotevmenos Me Ta Matia Sou,Hrisoula Stini,,,1930-01-01,0,189447,0,0.739,0.426,-9.887,0.0323,0.982,0.0324,0.109,2,0.832,108.56,4,1
6261,2WLeWRNH9kBXoWYfkHfz74,Concentrado en Lo Mio,Junkie Ravher,,,1930-03-10,0,230952,1,0.818,0.498,-9.299,0.722,0.101,0.0,0.0936,0,0.677,169.888,4,0
6328,2ma7knM1nPQSfAahlRzrXv,For the Love of It,Cellular Project,,,1930-01-01,0,233773,0,0.611,0.829,-6.427,0.0307,0.361,0.954,0.375,6,0.949,120.541,4,0
6347,2rJ1Xnvk1C7BRMuaUrIYVH,Cuando Era Chiquito - Remasterizado,Ignacio Corsini,,,1930-06-21,0,115840,0,0.656,0.256,-18.322,0.17,0.981,2.15e-06,0.178,5,0.808,84.501,3,1
6351,2sGJTsu8DJNbzbXwBsXXI3,Tavernarissa,Roza Eskenazi,,,1930-01-01,0,206893,0,0.402,0.276,-10.521,0.0338,0.988,0.00651,0.316,0,0.783,130.873,4,1
6415,38XvN8p6Yio0X7dbsBrklu,Chique - Agua Florida,Pedro Maffia,,,1930-01-01,0,406540,0,0.535,0.216,-10.578,0.054,0.986,0.429,0.545,7,0.339,118.379,4,0
6479,3NpXNyodfbfAfCxzmAZtpO,Manes Matzore,Roza Eskenazi,,,1930-01-01,0,204573,0,0.376,0.345,-12.946,0.0455,0.855,0.693,0.181,9,0.415,120.39,4,0
6505,71bkiosdVssjMrVDbdeG7n,Volver,Carlos Gardel,,,1931-01-01,50,172613,0,0.482,0.287,-9.108,0.0482,0.981,1.7e-05,0.3,1,0.536,69.804,4,0
6510,6fyDrjv9BKI39ZqvjHOflO,Anclao En París,Carlos Gardel,,,1931-01-01,26,131893,0,0.697,0.439,-10.475,0.307,0.936,0.00393,0.307,3,0.747,122.363,3,1
6544,04MOclAvU1IofjsvukEaxC,Gannet Naeimy,Umm Kulthum,,,1931-01-01,0,340333,0,0.424,0.106,-19.378,0.0463,0.989,0.00979,0.151,3,0.396,124.891,4,1
6580,0Rj53PaeOdM7abxWWouAmp,Otoñal - Instrumental (Remasterizado),Francisco Canaro,,,1931-12-14,0,177000,0,0.714,0.403,-5.604,0.0816,0.988,0.696,0.42,7,0.848,117.225,4,1
6684,1UWDt4ViqfQn3cKScqaJGn,"Waltzes, Op. Posth. 70: No. 3 in D-Flat Major. Moderato",Frédéric Chopin,Robert Lortat,,1931-01-01,0,123853,0,0.272,0.203,-23.971,0.0292,0.991,0.78,0.332,1,0.502,87.11,5,1
6756,2GQF14OUktD7N1vkZaCxuj,Le Chant De Barbara,Florelle,,,1931-01-01,0,223667,0,0.46,0.151,-16.236,0.104,0.984,2.09e-06,0.0905,2,0.244,72.032,3,0
6767,2NdQaQDjT0QNKVXnS9lPvQ,Valley In The Hills,Gene Autry,,,1931-01-01,0,172200,0,0.58,0.151,-13.242,0.0352,0.937,0.0,0.101,0,0.57,136.103,4,1
6784,2dzEsT7znQCYXXbyh2AsFm,Work / Final Rent Notice,Charlie Chaplin,,,1931-01-01,1,538086,0,0.41,0.202,-11.023,0.0543,0.69,0.751,0.157,6,0.239,99.483,4,1
6872,3ZcKGMFcalxTOdnGjxhCJq,Old Black Dog,Dick Justice,,,1931-04-16,0,179096,0,0.57,0.252,-12.112,0.0314,0.988,4e-05,0.246,0,0.365,112.287,4,0
7063,5YKIvK0wqBf9Arx7dx5f3p,Consuelo - Remasterizado,Francisco Canaro,Charlo,,1931-12-11,0,183000,0,0.755,0.3,-10.576,0.0629,0.995,0.00679,0.101,4,0.832,123.005,4,1
7137,6Tc798geL9cUVm8ooAwVhL,"Ständchen, Op.17, No.2",Richard Strauss,Julius Patzak,Orchestra,1931-01-01,0,164742,0,0.341,0.292,-11.907,0.0415,0.991,0.0099,0.649,5,0.273,91.916,4,1
7183,6yhGM95iS7kdZPZ3M7DP1V,"Die Landstreicher: Sei gepriesen, du lauschige Nacht",Carl Michael Ziehrer,Julius Patzak,Staatskapelle Berlin,1931-01-01,0,199332,0,0.446,0.355,-8.966,0.0491,0.979,0.0138,0.366,3,0.544,95.641,4,1
7210,7IolSo476tftqncM2Hn0rZ,The Moochi,Jack Payne,His BBC Dance Orchestra,,1931-01-01,1,160653,0,0.511,0.219,-20.596,0.0697,0.983,0.0654,0.104,0,0.957,204.211,3,1
7311,65QG9rELiBntWLCHl3VmSF,Dinah,with Studio Orchestra,,,1932-01-01,9,171760,0,0.589,0.25,-15.511,0.071,0.987,0.198,0.136,5,0.786,126.192,4,1
7354,07gDfDbfUggje6J7UMnqf1,Sakhi Saper Moni Buke Kore,Angurbala Devi,,,1932-12-01,0,187667,0,0.59,0.208,-12.16,0.0469,0.988,0.326,0.183,10,0.321,109.703,4,0
7482,1cLWQeh1niniuOMomKvK76,Chapter 12.10 - Kariera Nikodema Dyzmy,Tadeusz Dolega Mostowicz,,,1932-12-23,0,128800,0,0.711,0.272,-22.45,0.954,0.493,1.21e-06,0.194,2,0.664,125.071,3,1
7554,2KBUdVKAS406OvpbhwggVy,Chapter 1.14 - Kariera Nikodema Dyzmy,Tadeusz Dolega Mostowicz,,,1932-12-23,0,140600,0,0.623,0.238,-22.214,0.961,0.423,0.0,0.243,1,0.731,82.092,5,1
7559,2NsTNOJaBuW0wDqrF4TEML,Dakhin Batas Beye Tomar,Dr. Sudhamadhab Sengupta,,,1932-12-01,0,190653,0,0.544,0.453,-7.35,0.0522,0.894,0.0,0.269,8,0.607,109.325,3,1
7580,2aufa6bSdD8AOX5asSVEDC,Tomari Pathapane Chahi,Madhuri Sengupta,,,1932-12-01,0,190973,0,0.452,0.302,-8.651,0.034,0.945,2.03e-06,0.224,5,0.434,83.945,4,0
7674,3bYT3IXuRXhfO3XlHw6xaH,Sleigh Ride,Cocktail de Nervios,,,1932-01-01,0,148572,0,0.62,0.244,-17.607,0.0454,0.694,0.954,0.14,7,0.707,95.122,4,1
7825,5CAb8JfFjI37DoSzKLmatf,Guitarra Española - Remasterizado,Francisco Canaro,Ernesto Fama,,1932-12-26,0,188493,0,0.662,0.246,-9.392,0.0555,0.991,0.288,0.176,5,0.715,126.839,4,1
7843,5PheOFDBQlkS6Wz7iS64yu,Kandari Go Karo Karo Paar,Mrinal Kanti Ghosh,,,1932-12-01,0,192907,0,0.221,0.555,-15.092,0.244,0.986,0.95,0.214,8,0.636,77.491,4,1
7844,5PjHNSY2YPjsWhXLK8iJol,"What I Did for Love - from ""A Chorus Line""",Priscilla Lopez & Company,Orchestra conducted by Don Pippin,,1932-01-01,2,224000,0,0.302,0.267,-10.407,0.0304,0.856,0.0,0.0898,8,0.223,147.007,4,1
7881,5pAMiWLClDLFky7uV3oCUV,Love In Bloom (with Irving Aaronson & His Commanders),Bing Crosby,with Irving Aaronson & His Commanders,,1932-01-01,4,188240,0,0.36,0.121,-17.585,0.0425,0.969,0.0104,0.178,4,0.162,105.031,4,1
8139,6NG3spQZMIQtw63LpcKySe,Easy to Love (with Teddy Wilson & His Orchestra),Billie Holiday,Teddy Wilson,,1933-01-01,23,191067,0,0.772,0.202,-12.21,0.0455,0.97,0.00895,0.215,3,0.583,146.212,4,1
8274,3Raq0TuLqYQsNpv84leOzc,The Same Old Story - Take 1,Billie Holiday,,,1933-01-01,12,190667,0,0.516,0.142,-13.873,0.0364,0.969,2.19e-05,0.177,0,0.423,85.504,4,1
8303,291aU1o6SuFt8emZfvH9Mw,Loveless Love (with Benny Carter & His All Star Orchestra) - Take 1,Billie Holiday,Benny Carter & His All Star Orchestra,,1933-01-01,10,194933,0,0.593,0.118,-14.224,0.033,0.972,0.0141,0.119,9,0.617,108.615,4,0
8514,2MElIvzAB0zBS3D2IR5jpd,Sueño Querido,Carlos Gardel,,,1933-01-01,0,154787,0,0.701,0.32,-12.259,0.247,0.989,6.01e-05,0.0732,7,0.852,136.172,4,0
8559,39VEPa6Tnv0s9QCXPVhuOO,"The Hardbones, Pt. 1",SURF,,,1933-01-01,0,178360,0,0.809,0.674,-8.681,0.0721,0.101,0.0151,0.0998,9,0.757,94.46,4,0
8659,5YGdR9nIjXk9ce7sxwPJj4,Adiós Juventud - Remasterizado,Francisco Canaro,Ernesto Fama,,1933-01-07,0,202507,0,0.52,0.262,-16.135,0.138,0.994,0.613,0.214,0,0.962,172.466,3,1
8674,5ycY98M2DdGRG4EfHmOK4Y,Himno al Club River Plate - Remasterizado,Francisco Canaro,Domingo Conte,,1933-12-26,0,175493,0,0.801,0.36,-8.51,0.0623,0.991,0.00344,0.191,10,0.915,123.101,4,1
8695,6RlJ3t4YXyndcJWpKjqEye,Prosopopea,Gruppo Palude,,,1933-01-01,0,259227,0,0.35,0.587,-7.44,0.0375,0.145,4.58e-05,0.133,2,0.167,158.274,4,1
8732,76djdZwOT1WplznmAWJB3V,Asi Es Mama,Guandulito,,,1933-01-01,2,185913,0,0.721,0.727,-9.761,0.315,0.662,4.68e-06,0.0509,6,0.97,109.202,1,0
8765,7vV3ltwT8nISdlF1agWs87,Ένας άνδρας δέκα γυναικες,Δ.Λίντα,Takis Binis,,1933-01-01,0,207720,0,0.572,0.405,-9.08,0.0556,0.977,4.06e-06,0.0795,1,0.906,148.564,4,1
8901,0WUYRotkwwFtiKtzpK5hGx,Yvonne,Jack Jackson & His Orchestra,,,1934-01-01,0,200920,0,0.34,0.0737,-20.117,0.0344,0.917,0.00659,0.123,0,0.301,106.665,3,1
8968,1eICzQuPkhPinyZtOf8ff7,Time to Go Home,Jack Jackson & His Orchestra,,,1934-01-01,0,180227,0,0.687,0.158,-15.922,0.0647,0.957,0.0335,0.0645,10,0.932,161.1,4,1
8992,26NopLnvZNAHx0IgAatQNn,Over My Shoulder (Roy Fox),Roy Fox,,,1934-01-01,0,186173,0,0.871,0.322,-15.216,0.0518,0.901,0.166,0.129,7,0.875,115.602,4,0
9199,4tRnM6Hvf9spyDczFFhn7H,Soy Cantor - Remasterizado,Francisco Canaro,Carlos Galán,,1934-01-10,0,164507,0,0.612,0.164,-13.407,0.0762,0.982,0.000449,0.214,2,0.812,119.509,4,1
9219,59W5PvKuBhjht2OoMBLttc,Part.2 (From En Crète sans les dieux) (1934),Maurice Jaubert,,,1934-01-01,0,135272,0,0.31,0.538,-11.275,0.0421,0.768,0.287,0.333,10,0.607,69.249,4,0
9244,5QFG88zsIscL7CbteKtdJQ,Yo No Se Porque Te Quiero - Remasterizado,Francisco Canaro,Ernesto Fama,,1934-01-10,0,192000,0,0.531,0.023,-22.792,0.0681,0.995,0.0245,0.155,1,0.439,115.546,4,0
9597,0EVIhLlPRqnBWcIdlYVcoc,Saddest Tale,Duke Ellington,Billie Holiday,,1935-01-01,5,172560,0,0.459,0.371,-11.787,0.0785,0.97,0.511,0.285,5,0.387,120.062,4,1
9617,59LCbEtnHLcfsSvz91hzzy,Imploración De Amor,Carlota Jaramillo,,,1935-01-01,5,173923,0,0.5,0.126,-16.808,0.109,0.996,0.59,0.242,6,0.456,191.862,3,0
9752,0mlrlLLSropd1wBkDc1Ckd,"Das ist bei uns nicht möglich, Kapitel 33",Sinclair Lewis,Frank Arnold,,1935-01-01,0,191910,0,0.72,0.157,-17.688,0.943,0.551,0.0,0.0971,7,0.404,120.994,3,1
9783,11CF8sz4LSqNDeU6dNURDQ,Pote sou den m' agapises,Kakkia Mendri,Lidia Likiardopoulou,,1935-01-01,0,198253,0,0.289,0.332,-11.751,0.0391,0.992,2.96e-05,0.22,1,0.469,99.01,4,1
9900,1jinbU3H0FIFWkQZs7zf2m,"Kaga Re Jaiyo Piya Ki Galiyan Men (From ""Bombay Mail"")",Lallubhai Naik,,,1935-12-31,0,190290,0,0.479,0.145,-16.488,0.123,0.865,0.0147,0.903,10,0.502,87.853,3,0
9988,2OYwiPdcc8oBIUhB55Fmqa,Stardust,Garnet Clark,,,1935-01-01,0,154267,0,0.691,0.43,-10.035,0.0409,0.974,0.833,0.148,1,0.817,76.603,4,1
9997,2SrMzGow1aRWKUI8alJzPQ,Triste Ofrenda,Margarita Cueto,,,1935-01-01,0,197303,0,0.45,0.108,-17.665,0.054,0.995,0.275,0.109,1,0.444,144.973,4,0
10193,3nlCqSAB6wVVNRWW4UhOqM,Ο Μπεκροκανάτας του Κυριακού,Πέτρος Κυριακός,,,1935-01-01,0,87261,0,0.736,0.0667,-11.31,0.349,0.946,0.0,0.136,11,0.387,84.247,4,1
10210,3v98XIWB7FfjyuEF1RmBUx,Πυκνά και μαύρα σύννεφα,Νανά Γκρέκα,Κυριάκος Αγορίδης,,1935-01-01,0,211520,0,0.65,0.289,-13.086,0.0539,0.978,0.033,0.11,11,0.788,125.014,4,0
10237,43p4Dc7YBq99pOHMZ2lYqk,"Haydn: String Quartet No. 28 in E-Flat Major, Op. 20 No. 1, Hob. III, 31: IV. Finale (Presto)",Franz Joseph Haydn,Pro Arte Quartet,,1935-01-01,0,229453,0,0.503,0.29,-12.895,0.0379,0.963,0.00257,0.115,3,0.613,87.166,4,1
10238,44IMuAfwzO3IpTiD7fwuuJ,El Buey Solo - Instrumental (Remasterizado),Francisco Canaro,,,1935-01-10,0,190520,0,0.798,0.7,-4.195,0.0497,0.909,0.348,0.18,7,0.642,124.387,4,0
10271,4NmG4f7s2HOCAeIgdMvoXT,"Mozart: Horn Concerto No. 3 in E-Flat Major, K. 447: I. Allegro",Wolfgang Amadeus Mozart,Karl Böhm,Staatskapelle Dresden,1935-01-01,0,403427,0,0.34,0.157,-17.465,0.0426,0.975,0.212,0.331,3,0.232,129.21,4,1
10276,4Oa4DWAke3AGDv9pRYVThm,"Haydn: String Quartet No. 47 in B-Flat Major, Op. 55 No. 3, Hob. III, 62: III. Menuetto",Franz Joseph Haydn,Pro Arte Quartet,,1935-01-01,0,191040,0,0.586,0.168,-14.346,0.0642,0.969,0.00846,0.0843,10,0.644,76.485,1,1
10290,4UmTmXym1xWoz64v2CrOoi,"Das ist bei uns nicht möglich, Kapitel 72",Sinclair Lewis,Frank Arnold,,1935-01-01,0,186450,0,0.619,0.235,-18.704,0.961,0.43,0.0,0.297,1,0.287,175.037,3,0
10377,56yYTyNzLq0boJOTBdDCRT,"Rote Kyon Ho Kya Hai Dukh (From ""Jeevan Natak"")",Maruti Pahalwan,Harishchandra Bali,,1935-12-31,0,184390,0,0.41,0.22,-9.83,0.0463,0.983,5.64e-05,0.105,8,0.192,82.996,4,1
10471,5pFuPavzK9CzhN5sid1sax,Nada Va A Suceder,Sylvia de Grasse,Avelino Muñoz,,1935-01-01,0,178181,0,0.847,0.645,-12.243,0.265,0.887,0.000104,0.103,9,0.664,107.373,4,1
10553,5foAst2aduN2g72e3cjxxk,"Wie man Freunde gewinnt - Die Kunst, beliebt und einflussreich zu werden, Kapitel 27",Dale Carnegie,Till Hagen,Stefan Kaminski,1936-01-01,21,520200,0,0.715,0.367,-13.879,0.941,0.398,0.0,0.121,1,0.747,112.561,3,1
10612,69IvEDyi6bDshFla7aWcdR,"Wie man Freunde gewinnt - Die Kunst, beliebt und einflussreich zu werden, Kapitel 50",Dale Carnegie,Till Hagen,Stefan Kaminski,1936-01-01,18,77533,0,0.689,0.385,-13.08,0.959,0.307,0.00106,0.119,9,0.256,82.954,1,1
10636,4Tf96RQOSeRYTKGxbLnjnb,"Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter, Kapitel 58",Ernst H. Gombrich,Christoph Waltz,,1936-01-01,17,247587,0,0.624,0.354,-18.95,0.951,0.243,1.51e-06,0.316,3,0.714,82.373,3,0
10654,0qFjp55PdBC1uGJtz48p4S,"Von der Renaissance bis heute, Kapitel 19",Ernst H. Gombrich,Christoph Waltz,,1936-01-01,15,395720,0,0.704,0.333,-18.651,0.95,0.25,0.0,0.137,3,0.683,130.133,3,0
10720,3fSM7e2HAOLpDWQYV4RQQJ,"Von der Renaissance bis heute, Kapitel 44",Ernst H. Gombrich,Christoph Waltz,,1936-01-01,12,237787,0,0.7,0.337,-19.551,0.946,0.225,5.42e-06,0.278,3,0.751,133.743,5,0
10741,2Ifuc6daF8s3xzYcSTIzoM,Tickle Toe,Count Basie,,,1936-01-01,11,157560,0,0.623,0.325,-9.459,0.0422,0.797,3.92e-05,0.34,10,0.863,107.436,4,0
10854,01duwm7Of2Vau1F7HB9Ugc,To ζωνάρι,Roza Eskenazi,,,1936-01-01,0,188347,0,0.568,0.535,-7.392,0.0295,0.994,0.0437,0.325,8,0.936,117.324,4,1
10859,029venBCEM6m5WqOuHkGav,Ore Aaj Bharater Nabajatra Pathe,Dhirendranath Das,,,1936-12-31,0,197991,0,0.661,0.196,-12.879,0.138,0.991,0.000915,0.309,1,0.759,70.285,3,1
10937,0NcMm6pfvFQot5yuLhaWPX,Chapter 6.16 - Drugie życie doktora Murka,Tadeusz Dolega Mostowicz,,,1936-12-23,0,145000,0,0.647,0.246,-23.22,0.947,0.507,0.0,0.171,6,0.563,90.929,3,1
11000,0aj1Hr8KKnaIWAbp4jQ1ff,Chapter 13.8 - Doktor Murek zredukowany,Tadeusz Dolega Mostowicz,,,1936-11-27,0,134400,0,0.612,0.27,-23.237,0.95,0.651,0.0,0.156,1,0.695,88.7,3,1
11031,0ifYMHP2DMhxgrDmcOune0,Chapter 96.2 & Chapter 97.1 - Drugie życie doktora Murka,Tadeusz Dolega Mostowicz,,,1936-12-23,0,127782,0,0.697,0.19,-24.055,0.96,0.521,1.48e-06,0.358,1,0.675,97.677,4,1
11040,0kDOvwfAXewtwQKbIBDGOu,Home,Dick Haymes,,,1936-01-01,4,187880,0,0.275,0.311,-16.222,0.0526,0.987,0.217,0.33,0,0.133,77.757,4,1
11053,0nlFNkQCc657NmSNkTt132,Yama Nadeit,Umm Kulthum,,,1936-01-01,0,490800,0,0.269,0.0984,-16.908,0.0418,0.995,0.103,0.111,5,0.261,68.91,4,1
11174,1GwRqsAKEa3QK70QmwoEpZ,Chapter 12.13 - Drugie życie doktora Murka,Tadeusz Dolega Mostowicz,,,1936-12-23,0,128800,0,0.738,0.254,-23.501,0.939,0.114,3.46e-06,0.0915,1,0.397,109.595,4,1
11215,1QnbEpt2djqs8dyhZ0eQWO,Chapter 14.6 - Drugie życie doktora Murka,Tadeusz Dolega Mostowicz,,,1936-12-23,0,153000,0,0.651,0.235,-22.257,0.958,0.307,1.55e-05,0.201,7,0.556,92.292,1,1
11228,1TaXqjYb3i3QXQSu8dQHtL,Capítulo 20.2 - la Sombra Fuera del Tiempo,H.P. Lovecraft,,,1936-01-01,0,131700,0,0.712,0.349,-22.511,0.891,0.634,0.0,0.212,6,0.459,110.066,4,0
11281,1hzURG8W2L1BCIlnKaAdj1,Chapter 245.2 & Chapter 246.1 - Doktor Murek zredukowany,Tadeusz Dolega Mostowicz,,,1936-11-27,0,134590,0,0.692,0.235,-25.401,0.959,0.25,1.18e-06,0.118,1,0.317,86.885,3,1
11301,1maEiY0kkSJ91oaV5xl0rR,Chapter 3.9 - Doktor Murek zredukowany,Tadeusz Dolega Mostowicz,,,1936-11-27,0,165500,0,0.756,0.201,-23.887,0.963,0.493,0.0,0.251,11,0.722,61.439,4,0
11374,26HPpGEVcBeFhcKrKTbCeg,Bura Kisko Manoon Bhala Kisko,Pearu Qawal,,,1936-12-31,0,186002,0,0.499,0.162,-14.739,0.122,0.989,0.0,0.115,7,0.689,74.491,5,1
11409,2FXFAweTb8EWDFGjZEOBBB,Meu Balão Subiu... Subiu...,Carmen Miranda,,,1936-01-01,0,182133,0,0.691,0.316,-8.829,0.0791,0.856,5.66e-05,0.0728,11,0.539,135.851,4,0
11488,2alFrV01aBIY5e08CdYc8S,Yo También Soñé - Remasterizado,Francisco Canaro,Roberto Maida,,1936-01-10,0,178107,0,0.697,0.29,-9.224,0.0653,0.988,0.0969,0.136,4,0.631,124.381,4,0
11503,4RzFnBP0EDGpX9CfUdLTda,Walkin' Blues,Robert Johnson,,,1937-01-01,31,150667,0,0.68,0.187,-13.954,0.074,0.932,3.53e-06,0.15,6,0.447,107.509,4,0
11545,5z6IgQsUbdf0yUZpnm6ATo,Barrelhouse Boogie,Albert Ammons & Pete Johnson,,,1937-01-01,15,183800,0,0.574,0.535,-13.002,0.0358,0.986,0.842,0.124,0,0.964,148.758,4,1
11580,0Djt8xsNnUYTNtbkNaA9Ej,Ultimissime,Trio Lescano,,,1937-01-01,7,197240,0,0.871,0.175,-11.537,0.305,0.984,0.524,0.247,2,0.712,118.282,4,0
11596,2GmLPHCpXIXoYKCVrTmYTM,Yancey'S Bugle Call,Jimmy Yancey,,,1937-01-01,5,162227,0,0.419,0.237,-16.799,0.0495,0.987,0.868,0.209,3,0.924,184.3,4,1
11718,1FjpSGwt73q7A2UfhUChwp,Bell Tolling Blues,Tommy Griffin,,,1937-01-12,0,197463,0,0.535,0.157,-13.403,0.107,0.995,0.459,0.337,7,0.484,115.359,4,1
11824,30F7BT24LPHjT6uebk5lqj,Twenty-One,Mushy Peas,,,1937-01-17,0,202032,1,0.54,0.523,-9.488,0.0333,0.808,3.05e-05,0.125,0,0.312,113.5,3,1
11826,31JvsYMQ35OPvCAgnfCV4M,Sixteen,Mushy Peas,,,1937-01-17,0,103968,0,0.81,0.298,-14.944,0.248,0.138,0.725,0.0857,2,0.843,120.89,4,1
11857,3dlAbXXsn6l8yvrVpm4rdp,Primavera Da Vida,Carmen Miranda,,,1937-01-01,0,157733,0,0.711,0.397,-12.974,0.0728,0.938,0.0108,0.0974,0,0.933,141.328,4,1
11858,3ejZGfXEhvYIHqsWOS08Ie,Whinin' Boy,The 1937 Flood,,,1937-01-01,0,275387,0,0.47,0.281,-12.412,0.0464,0.727,8.57e-05,0.209,7,0.679,133.674,4,1
11923,4iceKUo5bezAwtcdGsBTh2,Ae Dil Kahan Teri Manzil - Sad Version,Lata Mangeshkar,,,1937-12-01,1,145440,0,0.377,0.339,-9.971,0.0304,0.98,0.0656,0.209,1,0.561,142.149,3,1
12046,6LUaIxp8NBLI50TZhwKB4U,Jump For Joy,Hot Lips Page,,,1937-01-01,1,202107,0,0.63,0.445,-12.331,0.0771,0.969,0.0369,0.118,7,0.838,124.99,4,0
12052,6RFHRWpkwPrgp1rRMh27sI,No Frevo Do Amor,Carmen Miranda,,,1937-01-01,0,178600,0,0.708,0.427,-12.785,0.0476,0.84,0.249,0.174,3,0.553,141.877,4,1
12061,6hj2mfj90BI67oRMuWLnB2,Thirteen,Mushy Peas,,,1937-01-17,0,254042,0,0.503,0.32,-12.57,0.0495,0.692,1.22e-06,0.131,9,0.45,60.054,4,1
12096,7C1KPuck6nbF2UnXYFILWr,Quando Eu Penso Na Bahia,Carmen Miranda,Sylvio Caldas,,1937-01-01,1,164000,0,0.575,0.214,-16.277,0.0917,0.927,8.01e-05,0.14,0,0.748,102.833,3,1
12166,0we4g2a3V8KVcUuRiMI2S3,Swing Guitars,Sonny Davis,,,1937-01-01,0,156227,0,0.656,0.604,-7.651,0.0377,0.377,0.562,0.137,8,0.671,110.527,4,1
12293,552vLVm59480hKNAqR7ymP,I'm Coming Virginia - Live,Benny Goodman,,,1938-01-01,10,131107,0,0.522,0.34,-19.385,0.206,0.285,0.817,0.547,5,0.568,101.056,4,1
12294,6EBFq9aN6HbeLgrV7wfHus,Honeysuckle Rose - Live,Benny Goodman,,,1938-01-01,11,1002107,0,0.611,0.386,-15.965,0.0788,0.422,0.841,0.0998,0,0.385,116.467,4,1
12298,0CIRYGtFan5C3t1udR9A2p,Liza (All The Clouds'll Roll Away) - Instrumental,Benny Goodman Sextet,,,1938-01-01,9,175533,0,0.626,0.287,-17.083,0.0426,0.989,0.684,0.232,8,0.897,112.317,4,1
12367,0B47jRCv4fFRMXndAHJEbO,Noapte bună mimi,Jean Moscopol,,,1938-01-01,0,176849,0,0.354,0.423,-10.548,0.0475,0.988,0.142,0.177,7,0.266,63.054,4,0
12399,0hs2wTHAL7YFs4TrwhL0Dc,I Was Doing All Right (01-25-38),Ella Fitzgerald,,,1938-01-01,1,177067,0,0.602,0.0859,-15.437,0.0634,0.99,0.000127,0.128,1,0.435,97.715,4,1
12407,0pwqxyGzFFw7oIGTgJ8QU4,Long Gone Blues,Billie Holiday,,,1938-01-01,4,185773,0,0.557,0.209,-10.778,0.0467,0.907,0.00414,0.117,10,0.502,94.096,4,1
12495,2NBCbZg7Bwa0NThk43OWSp,Applause; BG Quartet Continues but Change Program - Live,Benny Goodman,,,1938-01-01,0,23560,0,0.2,0.999,-23.878,0.202,0.636,0.743,0.95,7,1e-05,76.544,4,1
12557,3TQBpbSqVgUxGeYhbKoFbg,Sun Ri Albeli Malaniya,Wahidan Bai,,,1938-12-31,0,200057,0,0.288,0.185,-14.961,0.0523,0.984,0.757,0.634,5,0.37,66.338,3,0
12561,3a2TQ8rhRnJn5vbgX5yP4R,Calecita de Mi Novia - Remasterizado,Francisco Canaro,Roberto Maida,,1938-01-24,0,150920,0,0.687,0.39,-9.064,0.127,0.989,0.00213,0.0767,7,0.801,128.008,4,1
12564,3bfeTnVXGtZPprwhE14NQT,Portera Véia,Paraguassu,,,1938-12-01,0,179162,0,0.474,0.133,-15.241,0.0522,0.996,0.059,0.109,1,0.25,168.926,4,0
12656,5aZtdmjHtFiaL6uTGoOLcl,Symphony No.6 in B Minor Op. 74: I. Adagio – Allegro non troppo,Pyotr Ilyich Tchaikovsky,Berliner Philharmoniker,,1938-01-01,0,1189907,0,0.134,0.164,-17.754,0.0418,0.962,0.765,0.0823,2,0.0593,79.743,4,1
12697,6DQ5ZjqGTNCyUWQ3hjOB6r,Applause; Martha Tilton Returns to Stage - Live,Benny Goodman,,,1938-01-01,0,21467,0,0.277,1.0,-17.484,0.0676,0.785,0.933,0.952,0,1e-05,118.466,1,1
12813,1GS9stLIrmd9o0BfRHEpo4,"Quatuor à cordes No. 14 in G Major, K. 387: IV. Molto allegro",Wolfgang Amadeus Mozart,Juilliard String Quartet,,1938-01-01,0,312787,0,0.382,0.171,-15.39,0.0386,0.951,0.577,0.425,2,0.519,84.473,4,1
12837,2AWjd6KCo7RjYMcdS01k6J,"Quintette à cordes No. 2 in C Minor, K. 406: I. Allegro",Wolfgang Amadeus Mozart,Budapest String Quartet,Milton Katims,1938-01-01,0,335387,0,0.362,0.245,-12.269,0.0485,0.969,0.863,0.0792,0,0.262,84.857,4,0
12883,4jcfRcVyOQ081Cdt7OvrZE,"Sonate pour violon et piano No. 35 in A Major, K. 526: II. Andante",Wolfgang Amadeus Mozart,Mieczysław Horszowski,Joseph Szigeti,1938-01-01,0,444840,0,0.278,0.0962,-22.382,0.0368,0.961,0.769,0.0975,2,0.111,97.463,4,1
12931,6ezX8PCnDMSExkLhyngZ0Q,"Quatuor à cordes No. 19 in C Major, K. 465 ""Les dissonances"": I. Allegro",Wolfgang Amadeus Mozart,Juilliard String Quartet,,1938-01-01,0,619547,0,0.273,0.179,-16.855,0.0389,0.961,0.765,0.097,0,0.333,151.68,4,1
13004,44MVKGPHt2N0Ejb3VfbxCD,If I Only Had A Brain - Extended Version,Ray Bolger,Judy Garland,,1939-08-25,20,224627,0,0.429,0.338,-15.308,0.0878,0.818,0.117,0.158,7,0.899,75.375,4,1
13007,4dFhwdeWpjblbyKdcgYuMT,March of the Winkies - Extended Version,MGM Studio Orchestra,,,1939-08-25,19,166933,0,0.543,0.433,-15.151,0.0486,0.619,0.604,0.166,9,0.476,117.845,4,1
